127.0.0.1 - - [10/Apr/2020:09:48:58 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:13:24 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 983
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:15:57 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:15:58 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:16:06 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1259
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:17:19 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1264
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:17:29 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1252
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:17:41 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:17:56 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:44 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:46 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:46 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:46 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:47 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:47 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:47 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:47 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:18:47 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:19:02 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1269
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:25:19 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 200 1956
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:45:51 +0900] "GET /WebClient/Ex07_Basic_CSS.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:46:08 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 514
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:46:51 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 541
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:46:58 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:53:22 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:53:46 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 612
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:54:29 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 636
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:56:32 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:58:30 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 665
0:0:0:0:0:0:0:1 - - [10/Apr/2020:11:58:42 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 200 676
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:13:53 +0900] "GET /WebClient/Ex08_Basic_List_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:14:06 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 273
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:15:13 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:17:21 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 393
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:20:17 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 533
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:22:02 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 839
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:22:38 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 915
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:24:12 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 1000
0:0:0:0:0:0:0:1 - - [10/Apr/2020:12:24:39 +0900] "GET /WebClient/Ex09_Basic_Div_Layout.html HTTP/1.1" 200 1220
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:46:24 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html.html HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:46:27 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 552
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:46:50 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 654
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:47:40 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 702
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:48:33 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 762
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:49:13 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 762
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:51:07 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 926
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:52:57 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 999
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:53:19 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 1002
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:53:26 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:53:27 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:53:30 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:53:30 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:54:34 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:55:43 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 1033
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:55:44 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:55:49 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:55:51 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 1033
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:55:51 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [10/Apr/2020:14:56:08 +0900] "GET /WebClient/Ex10_Basic_Div_Layout.html HTTP/1.1" 200 1055
